"Advocate","## Advocate - Empowering Voices

**Organization:** Community Justice Network

**Summary:** We seek a passionate and dedicated Advocate to provide comprehensive support to individuals navigating challenging circumstances. The Advocate will directly assist clients with accessing resources, understanding rights, and developing self-advocacy skills. 

**Responsibilities:** Conduct client intake and needs assessment; provide information & referral services; accompany clients to appointments; assist with form completion; maintain accurate case files; collaborate with community partners; and champion client empowerment.

**Qualifications:** Bachelor's degree in Social Work, Human Services, or related field. Demonstrated experience working with vulnerable populations. Excellent communication, interpersonal, and organizational skills. Proficiency in Microsoft Office Suite. Must be empathetic, resourceful, and committed to social justice. Bilingual skills preferred.



"
"Advocate","## Advocate - Empowering Voices

**Organization:** Community Justice Network

**Position Summary:** We seek a passionate and dedicated Advocate to provide direct support and advocacy for individuals navigating complex social service systems. Responsibilities include assessing client needs, developing individualized advocacy plans, and connecting clients with vital resources like housing, healthcare, and legal aid. 

**Key Responsibilities:** Client interviews, case management documentation, collaboration with partner agencies, maintaining client confidentiality, attending meetings, and representing client interests. 

**Qualifications:** Bachelor’s degree in social work, human services, or related field. Demonstrated understanding of poverty, housing insecurity, and systemic barriers. Excellent communication, interpersonal, and organizational skills. Must be a self-starter with the ability to work independently and as part of a team. Experience with case management software preferred.



"
"Advocate","## Advocate - Empowering Voices

**About Us:** We are a dedicated non-profit organization committed to supporting individuals facing systemic barriers. We champion equity and provide crucial advocacy services. 

**Job Summary:** The Advocate will provide direct client support, navigating complex systems and ensuring access to resources. Responsibilities include needs assessment, case management, representation at meetings, and maintaining accurate records. This role requires strong communication, problem-solving, and empathetic listening skills. 

**Qualifications:** Bachelor's degree in Social Work, Human Services, or a related field required. Demonstrated experience working with vulnerable populations. Familiarity with community resources and relevant legal frameworks is essential. Must be a self-starter, able to work independently and as part of a team. Fluency in Spanish is highly preferred.



"
"Advocate","## Advocate - Empowering Voices

**Organization:** Community Justice Network

We’re seeking a passionate and dedicated Advocate to champion the rights and well-being of individuals facing systemic barriers. The Advocate will provide direct client support, including needs assessment, case management, and advocacy with external agencies. 

**Responsibilities:** Build rapport with clients, conduct thorough interviews, develop individualized advocacy plans, and provide emotional support. Represent clients in meetings and hearings, navigate complex systems, and maintain accurate case records. Requires strong communication, problem-solving, and organizational skills.

**Qualifications:** Bachelor’s degree in social work, human services, or a related field. Demonstrated experience in advocacy, case management, and working with vulnerable populations. Proficiency in Microsoft Office Suite is essential. Bilingual skills a plus.



"
"Arts","## Arts Administrator - Full-Time

We are seeking a highly motivated and organized Arts Administrator to join our dynamic team. This role supports all aspects of our gallery’s operations, from exhibition coordination to artist communication and administrative tasks. 

Responsibilities include managing artist contracts, maintaining the artwork inventory database, assisting with marketing & social media, processing invoices, and providing excellent customer service. The ideal candidate will possess strong communication skills, attention to detail, and a passion for the arts. 

Required: Bachelor’s degree in Arts Administration or related field. Proficiency in Microsoft Office Suite and database management. Minimum one year experience in an arts-related role preferred. Must be able to lift 25lbs and work independently as well as part of a team.



"
"Arts","## Arts Coordinator - Creative Community Hub

We’re seeking a passionate and organized Arts Coordinator to join our vibrant team! This role focuses on supporting diverse artistic programming, including exhibitions, workshops, and performances. 

Responsibilities include artist liaison, event planning & execution, social media content creation showcasing artistic work, maintaining gallery spaces, and assisting with grant writing. 

The ideal candidate possesses strong communication & organizational skills, a demonstrable love for the arts, experience with event coordination, and proficiency in Microsoft Office Suite. Experience with Adobe Creative Suite is a plus. Must be able to work independently and collaboratively, with a proactive and positive attitude. A Bachelor’s degree in Arts Administration, Fine Arts, or a related field is preferred.



"
"Arts","## Arts Administrator - Full-Time

We seek a highly motivated Arts Administrator to support the daily operations of our vibrant cultural organization. This role is crucial in ensuring smooth functioning across all departments, from programming to fundraising. 

Responsibilities include grant writing & reporting, managing artist contracts & logistics, maintaining databases, assisting with marketing & social media, and providing administrative support to the team. 

The ideal candidate possesses excellent organizational and communication skills, proficiency in Microsoft Office Suite, and a passion for the arts. A Bachelor’s degree in Arts Administration, or a related field, is required. Experience with donor relations and event planning is a strong plus. Must be detail-oriented, proactive, and able to work collaboratively.



"
"Arts","## Arts Administrator - Creative Engagement

We are seeking a highly motivated Arts Administrator to join our dynamic team. This role focuses on supporting and developing community engagement through artistic programming. 

Responsibilities include assisting with event logistics, managing volunteer coordination, maintaining program records, and providing administrative support to the artistic director. The ideal candidate will possess excellent communication, organizational, and interpersonal skills. 

A bachelor’s degree in Arts Administration, Fine Arts, or a related field is preferred. Proficiency in Microsoft Office Suite is required. Experience with database management and social media marketing is a plus. A passion for the arts and a commitment to inclusive programming are essential. 

This is a full-time position requiring a proactive and detail-oriented individual.



"
"Automation Testing","## Automation Testing Engineer

We are seeking a skilled Automation Testing Engineer to join our dynamic team. You will be responsible for designing, developing, and executing automated tests to ensure the quality of our web and mobile applications. 

**Responsibilities:** Develop and maintain automated test scripts using Selenium, Python, and relevant testing frameworks. Collaborate with developers to identify and resolve defects. Analyze test results and provide clear, concise reports. Participate in code reviews and contribute to improving our testing processes. Experience with CI/CD pipelines (Jenkins, GitLab CI) is preferred. 

**Qualifications:** Bachelor’s degree in Computer Science or related field. 2+ years of experience in automation testing. Strong understanding of testing methodologies and the software development lifecycle. Excellent analytical and problem-solving skills.



"
"Automation Testing","## Automation Testing Engineer

We are seeking a skilled Automation Testing Engineer to join our growing team! You will be responsible for designing, developing, and executing automated tests to ensure the quality of our web and mobile applications. 

**Responsibilities:**

* Develop and maintain automated test scripts using Selenium, Java, and TestNG.
* Collaborate with developers to understand requirements and create test plans.
* Analyze test results, identify defects, and report findings.
* Contribute to the improvement of our automation framework.
* Participate in code reviews and contribute to best practices.

**Qualifications:**

* Bachelor’s degree in Computer Science or related field.
* 2+ years experience in automation testing.
* Strong Java programming skills.
* Experience with Selenium WebDriver. 
* Familiarity with CI/CD pipelines.



"
"Automation Testing","## Automation Testing Engineer

We are seeking a skilled Automation Testing Engineer to join our growing team! You will be responsible for designing, developing, and executing automated tests to ensure the quality of our web and mobile applications. 

**Responsibilities:**

* Develop and maintain automated test scripts using Selenium, Cypress, or similar tools.
* Collaborate with developers to understand requirements and create test plans.
* Identify, analyze, and document defects.
* Participate in code reviews and contribute to improving test automation frameworks.
* Perform regression testing and performance testing.

**Qualifications:**

* Bachelor’s degree in Computer Science or related field.
* 2+ years of experience in automation testing.
* Strong programming skills in Java, Python, or JavaScript. 
* Experience with CI/CD pipelines (Jenkins, GitLab CI).
* Excellent analytical and problem-solving skills.



"
"Automation Testing","## Automation Testing Engineer

We are seeking a skilled Automation Testing Engineer to join our dynamic team. You will be responsible for designing, developing, and executing automated tests for our web and mobile applications. 

**Responsibilities:** Develop and maintain automated test scripts using Selenium, Python, and related frameworks. Analyze requirements and create comprehensive test plans. Identify, document, and track defects. Collaborate with developers to resolve issues and ensure high-quality software delivery. Participate in code reviews and contribute to improving our automation infrastructure.

**Qualifications:** Bachelor’s degree in Computer Science or related field. 2+ years of experience in automation testing. Proficient in Selenium WebDriver, Python, and testing frameworks like pytest or unittest. Experience with CI/CD pipelines (Jenkins, GitLab CI) preferred. Strong analytical and problem-solving skills.



"
"Blockchain","## Blockchain Developer

We’re seeking a talented Blockchain Developer to join our innovative team building next-generation decentralized applications. You will design, develop, and implement secure and scalable blockchain solutions using Solidity, Rust, or Go. 

**Responsibilities:** Writing, testing, and deploying smart contracts, integrating blockchain technologies with existing systems, researching and implementing new blockchain protocols, and contributing to architectural design.

**Qualifications:** Bachelor’s degree in Computer Science or related field. 3+ years experience developing blockchain applications. Proficient in at least one blockchain development language. Strong understanding of cryptography, data structures, and algorithms. Experience with Ethereum, Hyperledger, or similar platforms preferred. Demonstrated ability to work independently and collaboratively.



"
"Blockchain","## Blockchain Developer

We're seeking a talented Blockchain Developer to join our innovative team. You will be responsible for designing, developing, and implementing blockchain solutions, focusing on smart contract development using Solidity and potentially Rust. 

**Responsibilities:** Design and build decentralized applications (dApps), conduct thorough code audits, collaborate with cross-functional teams, and stay current with the latest blockchain technologies.

**Qualifications:** Bachelor’s degree in Computer Science or related field. Proven experience developing on Ethereum or similar blockchain platforms. Strong understanding of cryptography, data structures, and algorithms. Proficiency in Solidity, JavaScript, and Git. Experience with testing and debugging smart contracts is essential. Familiarity with DeFi protocols a plus. 

We are an equal opportunity employer.



"
